name,player_id,team_id,season_id,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,Primary_Position,adj_OEPM,adj_DEPM,adj_EPM,adj_OEPM_scaled,adj_DEPM_scaled,adj_EPM_scaled
Ed Lynch,218097,32,2046,218097,2046,SG PF pg c ,SO,76.5,215,81.0,27.0,9,13,13,12,11,10,11,14,9,10,6,13,16,7,154,13,5,SG,-0.0766580500756162,0.504156244804857,0.427498194729241,-0.0354444684760522,0.742640921183972,0.70719645270792
Brent Kelly,208539,806,2046,208539,2046,PF C ,RS JR,83.5,220,90.0,28.0,16,8,10,9,9,7,6,15,4,8,7,13,12,9,133,11,2,PF,1.81045868801626,-1.89403067552708,-0.0835719875108287,3.1103791339231,-2.40378031829153,0.706598815631563
Morgan Chapman,206497,274,2044,206497,2044,SF pf c ,SO,79.0,210,85.0,29.5,11,10,13,11,6,5,12,15,8,11,10,9,9,6,136,12,3,SF,-1.88896160939148,2.80635710874522,0.917395499353742,-3.0565545018556,3.76312845467373,0.706573952818134
Richard Bailey,210378,378,2045,210378,2045,PF sf ,RS SR,76.0,215,78.0,30.0,4,7,9,12,9,5,5,4,9,6,10,5,12,10,107,11,2,PF,0.338922373260218,-0.0246120282634514,0.314310344996766,0.657328097224783,0.0488969469183517,0.706225044143134
Caleb Wooten,217789,832,2046,217789,2046,SG pg sf ,SO,74.5,200,80.25,29.0,8,9,10,11,7,6,11,12,10,12,9,4,5,6,120,11,3,SG,-0.538098175039895,1.0894472902843,0.551349115244409,-0.804665156791505,1.51054277285301,0.705877616061502
Rico Gould,213580,1007,2046,213580,2046,C pf ,JR,80.0,195,83.25,35.5,9,8,14,8,11,8,9,9,12,8,10,13,9,6,134,11,2,C,0.325901913875497,-0.0084651345835759,0.317436779291921,0.635622991430454,0.0700816714263484,0.705704662856802
Dion Hilliard,213827,293,2046,213827,2046,SG ,JR,75.0,195,76.0,29.5,7,11,10,7,2,2,13,11,8,15,5,3,14,10,118,10,1,SG,0.512041564828075,-0.245316418301414,0.266725146526661,0.945917789568401,-0.240667212811455,0.705250576756945
Eugène Mboma,217658,109,2044,217658,2044,C ,RS SO,83.0,235,90.0,32.5,11,13,5,5,9,6,6,9,7,5,4,16,4,11,111,10,1,C,2.16189367294466,-2.34161856074495,-0.179724887800283,3.69622125379875,-2.99101562369737,0.705205630101384
Leo Sewell,198077,977,2044,198077,2044,PF C ,RS JR,83.5,255,84.0,28.0,9,15,14,9,5,16,6,11,11,8,9,18,11,11,153,11,3,PF,0.302309935290806,0.0209482406901138,0.32325817598092,0.596295163129774,0.108672019785429,0.704967182915203
George Rowland,205421,260,2044,205421,2044,SF PF sg c ,JR,78.0,205,79.0,35.5,11,11,10,14,9,15,10,11,6,12,10,11,14,14,158,11,3,PF,-1.20079631312163,1.93073434492259,0.72993803180096,-1.90938295297375,2.61431138853843,0.704928435564683
Jalen James,204533,489,2044,204533,2044,PG SG sf ,JR,74.0,205,75.0,35.5,6,15,8,14,7,9,11,10,13,10,10,12,12,15,152,11,2,PG,-0.397165981085101,0.909334036745856,0.512168055660755,-0.569731189468863,1.27423418421056,0.7045029947417
Keith Yost,201407,451,2045,201407,2045,PG SG SF ,SR,74.5,190,78.25,26.0,6,9,16,15,7,7,18,9,12,12,7,7,14,17,156,11,2,PG,-0.187026161424538,0.641952587353678,0.45492642592914,-0.219428110094705,0.923429722608026,0.704001612513321
Hunter Burt,207054,465,2045,207054,2045,SF sg ,JR,74.0,190,75.25,29.0,7,7,15,8,7,5,12,11,7,6,9,6,17,10,127,11,2,SF,-0.62461284407233,1.19728329961559,0.572670455543262,-0.948885110068575,1.65202361709566,0.703138507027082
Marquis Hoover,214292,438,2046,214292,2046,SG pg ,JR,72.5,200,77.0,32.0,3,10,11,13,6,5,5,6,5,11,13,9,11,10,118,10,1,SG,1.08799185846952,-0.981828830400286,0.106163028069238,1.9060269290687,-1.20697149748518,0.699055431583521
Jackie Ramsey,196656,672,2044,196656,2044,SF sg ,RS SR,76.5,205,77.25,29.0,8,13,13,9,13,7,5,10,14,8,7,12,7,16,142,11,2,SF,0.288526945801976,0.0339124195913261,0.322439365393302,0.573318919651894,0.12568102250382,0.698999942155714
Doug Pietrzak,203177,314,2044,203177,2044,SG sf pf ,JR,74.0,205,74.25,31.0,11,13,16,11,4,6,12,14,8,7,10,11,13,14,150,12,3,SG,0.45070163705866,-0.172796624446217,0.277905012612442,0.843664129976786,-0.145521243273437,0.698142886703348
Ludvig Eriksson,219190,31,2045,219190,2045,C ,SR,85.5,260,86.0,31.0,13,13,8,6,15,8,5,18,6,6,11,16,8,6,139,11,2,C,0.581808523703939,-0.339490517021599,0.24231800668234,1.06221931001447,-0.364223630332338,0.697995679682129
Mike Haynes,202097,24,2046,202097,2046,PG sg sf ,RS SR,76.5,230,79.25,28.5,10,12,7,10,6,6,15,10,14,12,12,6,16,8,144,12,3,PG,0.739449142815322,-0.540148333210779,0.199300809604543,1.32500622207314,-0.627486685172542,0.697519536900599
Norm Carroll,210539,554,2044,210539,2044,SG SF ,FR,74.0,180,79.25,30.5,7,6,6,10,7,2,8,7,3,11,7,5,16,6,101,11,2,SG,0.386638671116043,-0.0924618127201936,0.29417685839585,0.736871165750444,-0.040121970288894,0.69674919546155
Derrick Woodruff,207421,526,2044,207421,2044,C pf ,SO,82.5,235,88.0,31.0,14,13,10,10,11,13,5,16,7,9,11,16,8,9,152,12,4,C,-0.335897710791491,0.824269086702977,0.488371375911485,-0.467596982889416,1.16262896975431,0.695031986864889
Ike Wise,204829,702,2044,204829,2044,SF sg ,RS SO,72.0,175,73.0,28.0,6,11,10,5,10,8,14,7,11,13,11,10,4,13,133,11,2,SF,-0.185555548838103,0.632562986135425,0.447007437297322,-0.216976598913118,0.911110565809678,0.694133966896559
Marc Layman,206405,914,2044,206405,2044,PF C ,SO,80.0,225,81.0,31.5,9,7,7,4,6,10,6,15,5,6,6,5,7,9,102,9,1,PF,-0.809527512860298,1.42532283228422,0.615795319423918,-1.25713786293812,1.95121148395689,0.694073621018774
Archie Holmes,201368,266,2044,201368,2044,SF pg ,RS SO,77.0,215,81.0,41.0,9,14,14,12,11,12,13,8,14,10,6,13,11,13,160,12,3,SF,0.799187430207065,-0.618689968100621,0.180497462106443,1.42458994715518,-0.730533310148015,0.694056637007161
Deon Gray,204431,191,2045,204431,2045,PF SF sg c ,SR,77.0,215,83.0,28.0,15,9,9,12,8,6,12,11,8,9,12,10,17,8,146,10,2,PF,0.70601553068873,-0.501187539403873,0.204827991284857,1.26927239065811,-0.576370123697881,0.692902266960231
Braydon Sheppard,216484,289,2046,216484,2046,PF pg sg c ,SO,74.0,190,75.0,34.0,7,9,12,6,7,10,7,7,12,5,9,9,13,7,120,10,2,PF,0.111749296380568,0.253572843706639,0.365322140087207,0.278630578066406,0.413875498943111,0.692506077009517
Mark Galvin,207472,922,2045,207472,2045,PF SF c ,JR,78.0,230,82.25,32.0,9,17,14,9,14,8,14,9,14,10,9,17,9,8,161,12,3,PF,-0.321243375529452,0.802434053651495,0.481190678122043,-0.443168206007596,1.13398140639076,0.690813200383165
Jim Pickett,206389,322,2044,206389,2044,SG SF pg ,SO,75.5,200,83.0,31.0,7,9,5,13,7,3,12,14,11,4,7,7,16,11,126,12,3,SG,0.787127471765478,-0.606093791547033,0.181033680218445,1.40448599643305,-0.714007126509707,0.690478869923344
Jim Nagle,203621,445,2046,203621,2046,PG SG sf ,RS SR,73.0,180,72.0,38.0,9,10,14,12,10,4,9,16,15,16,8,7,13,13,156,11,3,PG,-0.696562851738623,1.27775007937794,0.581187227639319,-1.06882577284828,1.75759603214386,0.688770259295576
David Fontana,202623,187,2045,202623,2045,SF PF C ,RS JR,80.5,265,86.0,28.0,6,15,14,10,16,6,9,9,8,9,11,16,11,10,150,11,3,SF,0.55278880017014,-0.310026410283795,0.242762389886345,1.01384343088362,-0.325566722292339,0.688276708591284
Perry Underwood,201622,832,2044,201622,2044,PF C ,JR,80.0,210,86.25,26.0,10,11,8,9,10,11,7,13,10,7,4,13,11,7,131,11,3,PF,-1.64562078399116,2.48319002010374,0.837569236112585,-2.65090534591326,3.33913323437611,0.688227888462849
Arthur Finney ,199012,925,2044,199012,2044,PG sg sf ,SR,76.0,190,82.0,33.5,12,9,5,11,8,5,16,12,16,15,7,8,16,5,145,11,2,PG,0.0179691849846764,0.369196830870484,0.387166015855161,0.122299132369456,0.565574170102075,0.687873302471531
Ethan Freed,202534,366,2045,202534,2045,SF SG PF ,SR,74.0,205,80.0,30.0,10,17,13,13,7,9,6,16,7,10,10,17,15,12,162,11,3,SF,-0.453407351803737,0.968063636729826,0.514656284926089,-0.66348555445683,1.35128741938953,0.687801864932702
Gundars Krūmiņš,219802,944,2044,219802,2044,PF c ,SO,80.5,235,81.0,38.0,6,11,7,8,8,6,6,15,5,7,6,11,3,7,106,11,2,C,-0.914021321698933,1.55142804939072,0.637406727691786,-1.43132904227212,2.11666152880062,0.685332486528502
Arnie Lynch,201739,153,2044,201739,2044,C pf ,JR,79.5,225,83.0,32.5,10,8,10,11,10,9,6,17,9,4,8,9,11,12,134,12,3,C,-1.25357988322968,1.98180135902298,0.728221475793296,-1.99737316434388,2.68131131103815,0.683938146694267
William Waters,212906,619,2044,212906,2044,C pf ,SR,80.5,225,81.0,36.0,15,9,14,7,11,12,9,14,4,7,9,10,8,6,135,11,2,C,-0.0502295042466387,0.452709937459475,0.402480433212836,0.00861191742085321,0.675143365946831,0.683755283367685
Colton Bradford,202487,578,2045,202487,2045,SF SG ,SR,74.5,195,79.25,30.0,9,15,8,12,4,9,17,6,4,11,5,14,10,12,136,10,1,SF,-1.56483834758459,2.37705343182018,0.812215084235589,-2.51624102442352,3.19988203054808,0.683641006124562
Rasheed Ingram,197639,28,2044,197639,2044,SG PG sf ,RS JR,77.5,205,84.0,28.0,6,11,18,17,12,5,6,10,16,7,12,9,18,9,156,12,3,SG,-0.639078262032114,1.20003024824102,0.560951986208907,-0.972998961807534,1.65562761369222,0.682628651884685
Patrick Toole,200922,88,2045,200922,2045,C ,RS SR,85.5,290,89.0,26.5,16,15,8,13,9,16,12,10,9,12,13,16,7,13,169,12,3,C,0.571842485877985,-0.339491991022072,0.232350494855913,1.0456059249586,-0.364225564220959,0.681380360737642
Kendrick Scales,193807,397,2044,193807,2044,PF sf ,RS SR,78.5,190,83.25,33.0,15,7,12,10,6,11,9,14,12,13,6,7,8,13,143,12,3,PF,0.236889881382327,0.086034891323767,0.322924772706094,0.487239933264339,0.194065705416782,0.681305638681121
Stewart Lemons,211705,432,2046,211705,2046,SF pf ,JR,77.5,210,81.0,29.0,6,13,6,6,9,8,11,6,5,9,11,11,10,8,119,10,2,SF,-0.0770985423057566,0.484626563627805,0.407528021322048,-0.0361787690236963,0.71701797947968,0.680839210455984
Reed Burris,209174,769,2044,209174,2044,PG sg pf ,SO,75.5,230,74.0,33.0,10,12,12,11,11,9,14,15,13,12,14,10,12,13,168,14,5,PG,0.812351832634913,-0.645784516745286,0.166567315889628,1.4465350060024,-0.766081357969815,0.680453648032585
Dajon Gooden,200543,176,2044,200543,2044,PG PF sg ,SR,76.0,210,80.0,35.0,14,6,9,9,8,6,12,13,9,17,7,6,18,9,143,10,3,PG,-0.974168100655972,1.62369559902029,0.649527498364314,-1.5315937227935,2.21147655391461,0.67988283112111
Owen Alley,194382,678,2044,194382,2044,PG ,RS SR,69.5,185,74.0,38.5,9,6,15,10,9,7,17,17,16,14,12,5,8,6,151,11,2,PG,-1.5511400948807,2.35549955106558,0.804359456184883,-2.49340603716612,3.17160333899804,0.67819730183192
Travis Hall,194795,279,2044,194795,2044,PG sg ,RS SR,71.5,175,71.25,28.0,9,9,11,11,4,9,9,16,15,14,7,8,18,13,153,11,2,PG,-0.980513590473435,1.6299330037114,0.649419413237961,-1.54217165431922,2.21966002886935,0.677488374550135
Darell Givens,208408,724,2045,208408,2045,SF sg ,JR,75.0,200,77.0,29.0,8,15,7,15,12,10,13,16,8,5,11,14,13,10,157,11,3,SF,-1.19227646562627,1.89873685852881,0.706460392902544,-1.89518036719899,2.5723306863898,0.677150319190814
Chase Greco,209020,647,2045,209020,2045,SF ,RS SO,77.0,215,81.0,40.0,12,8,7,17,8,6,13,13,10,7,9,7,14,6,137,11,2,SF,0.0158037308346244,0.362892458515678,0.378696189350303,0.118689320301319,0.55730283357257,0.675992153873889
Byron Herrington,194345,504,2044,194345,2044,PG SF sg c ,RS SR,72.0,175,75.0,33.0,11,12,10,14,12,10,9,18,15,11,7,11,13,16,169,12,3,PG,0.116572582782434,0.234085118948666,0.350657701731101,0.286670996498318,0.38830760406065,0.674978600558968
Mladen Nikolić,216226,1006,2045,216226,2045,PF ,SR,79.5,200,86.0,26.0,11,12,8,8,8,12,8,16,6,9,5,13,7,6,129,12,2,PF,0.750808175039822,-0.572000238039335,0.178807937000487,1.34394172879138,-0.669276384307607,0.674665344483775
Jimmie Rhodes,196676,221,2044,196676,2044,C pf ,RS JR,82.0,245,83.0,28.0,10,6,6,6,19,9,8,11,9,12,11,6,7,10,130,10,1,C,0.534781299303805,-0.298265036042452,0.236516263261353,0.983824926939443,-0.310135799287697,0.673689127651746
Matt Aikawa,205602,422,2044,205602,2044,C ,RS SO,83.0,230,88.25,32.0,15,10,12,7,10,14,6,7,10,7,9,11,5,12,135,11,3,C,0.943512802497502,-0.817618488864844,0.125894313632658,1.66518034276334,-0.991527529390676,0.67365281337266
Keith Hill,201463,849,2045,201463,2045,C ,SR,82.0,245,83.0,33.5,10,10,8,5,11,11,5,7,7,5,7,12,12,6,116,10,1,C,0.681467804475274,-0.484840655928702,0.196627148546572,1.22835133106028,-0.554923012578457,0.673428318481825
Damon Gatlin,210203,402,2046,210203,2046,SF SG ,RS JR,77.0,225,80.0,29.5,7,13,14,14,12,9,14,15,13,15,10,5,13,13,167,12,3,SF,0.691348295550823,-0.49833206450122,0.193016231049603,1.24482210968322,-0.572623740625601,0.672198369057621
Christian Taggart,195174,561,2044,195174,2044,SF PF c ,RS SR,75.0,210,81.25,32.5,12,9,5,11,5,13,15,16,11,8,7,9,14,13,148,10,3,SF,-0.864380637123594,1.47732139541338,0.612940758289782,-1.34857802108503,2.01943359878235,0.670855577697318
Pat Woodruff,210854,7,2046,210854,2046,SF SG pg ,RS SO,76.0,195,84.0,34.5,6,8,11,11,8,8,12,16,9,14,15,4,13,8,143,12,3,SF,-1.43169057961837,2.19738080351667,0.765690223898298,-2.29428369522382,2.96415154221387,0.669867846990046
Johnnie Whitson ,203072,434,2046,203072,2046,SG sf ,RS SR,74.0,205,81.0,30.0,10,13,12,8,5,4,9,8,9,10,13,9,15,7,132,10,1,SG,0.382288376713505,-0.108676659648308,0.273611717065197,0.729619224981413,-0.0613958494585798,0.668223375522833
Edward Burris,218469,908,2046,218469,2046,C ,RS FR,82.0,230,82.0,34.5,14,12,10,10,16,12,9,7,7,6,6,9,13,6,137,12,3,C,0.837189489645859,-0.687173038028995,0.150016451616864,1.48793938023965,-0.820383097894041,0.667556282345606
Marquis Baker,206284,572,2044,206284,2044,PF sg sf ,SO,77.0,205,82.0,30.5,8,5,9,8,8,5,6,11,6,5,8,6,15,11,111,10,2,PF,-0.194158778134339,0.622975655720107,0.428816877585768,-0.231318182149943,0.89853198830478,0.667213806154837
Lance Deloach,201640,385,2045,201640,2045,SG pg ,SR,74.0,190,77.25,32.0,8,11,19,9,7,7,4,9,5,18,12,10,17,10,146,10,2,SG,1.15995214052957,-1.09792906941726,0.062023071112314,2.0259847192628,-1.35929501107544,0.666689708187354
Chauncey Pearson,206288,257,2046,206288,2046,PG sg ,SR,73.0,200,76.0,34.0,9,7,8,12,6,4,13,12,14,7,12,6,13,12,135,9,2,PG,0.183014652942696,0.142433065917563,0.32544771886026,0.397429927455475,0.268060110483843,0.665490037939318
Alan Watts,202653,57,2044,202653,2044,C ,JR,82.5,250,81.0,28.5,9,16,13,10,14,13,10,12,12,5,9,18,11,5,157,11,3,C,-0.0189505211967114,0.399031271594255,0.380080750397544,0.0607539821650822,0.604716956331662,0.665470938496745
Stephen Steeter,209857,426,2045,209857,2045,C pf ,RS SO,81.5,240,84.0,28.0,12,5,8,8,6,14,11,14,10,7,11,5,12,12,135,12,3,C,1.17137122412375,-1.11426415569798,0.0571070684257662,2.04502033161428,-1.38072664427575,0.664293687338535
Lukas Stankevičius,221498,407,2046,221498,2046,SF ,SR,75.5,215,80.0,28.5,10,11,9,9,9,6,9,9,11,13,12,3,4,11,126,12,2,SF,1.61278889261467,-1.67542662289787,-0.0626377302831995,2.78086358498865,-2.116971801242,0.66389178374665
Luis Taveras,219810,486,2046,219810,2046,SG pg ,SR,69.5,160,72.0,38.0,7,12,12,8,8,5,14,10,11,6,11,9,17,10,140,12,3,SG,-0.242419068133347,0.681579171921806,0.439160103788459,-0.31176808557829,0.97541980156141,0.663651715983119
Sonny Rae,219125,468,2046,219125,2046,PF sf c ,RS FR,79.5,225,87.0,31.0,8,11,11,12,13,9,10,19,11,10,11,9,6,11,151,14,5,PF,-0.0361006735800702,0.419407497836753,0.383306824256683,0.032164678142023,0.63145056516182,0.663615243303843
Rich Pearson,204123,784,2044,204123,2044,SG pg ,JR,74.0,195,79.0,31.0,7,17,12,8,9,7,15,11,13,12,7,14,15,15,162,12,3,SG,-1.27175353265671,1.98927343245928,0.717519899802571,-2.02766863793873,2.69111467138657,0.663446033447843
Adam Halstead,201572,38,2045,201572,2045,SF pf c ,SR,81.0,235,81.0,35.5,18,16,16,10,10,9,12,9,12,12,14,17,9,8,172,13,4,SF,2.275628465463,-2.51942382225378,-0.243795356790784,3.88581715292682,-3.22429612679696,0.661521026129857
Luke Ellis,218742,75,2045,218742,2045,SG sf ,SR,74.5,200,77.0,27.0,7,6,14,10,7,3,15,9,11,8,10,5,12,11,128,10,2,SG,0.472558023628029,-0.228690995976245,0.243867027651784,0.880098726387925,-0.218854658720833,0.661244067667091
Micah Williams,196999,860,2045,196999,2045,PG SG sf ,RS SR,75.0,195,78.0,27.5,8,15,11,15,7,12,12,8,15,14,14,14,17,10,172,12,3,PG,0.0613502848767706,0.293683607253703,0.355033892130473,0.194615425889577,0.466500820716858,0.661116246606434
Clint Sanders,211998,869,2046,211998,2046,PG sg ,JR,74.0,195,78.25,27.5,7,6,10,15,6,5,10,7,17,11,12,4,19,8,137,10,2,PG,-0.456364054716651,0.950676075058118,0.494312020341466,-0.668414378212658,1.32847493847625,0.660060560263593
Mateo Meza,212049,210,2045,212049,2045,PF c ,RS FR,80.0,230,83.25,29.0,10,5,5,9,10,9,9,6,6,6,3,4,13,10,105,10,1,PF,-0.0457836255668257,0.42890098263824,0.383117357071414,0.0160231971801016,0.643906017221371,0.659929214401472
Gerardo Olivarez,204845,347,2046,204845,2046,SF sg ,RS SR,76.5,200,83.25,35.0,6,15,17,19,8,7,15,13,14,8,16,12,15,9,174,12,3,SF,0.496841578019803,-0.260863774872984,0.235977803146819,0.920579411559012,-0.261065344633355,0.659514066925656
Charlie Bowler,211306,117,2045,211306,2045,PG SG SF ,RS SR,75.5,195,75.0,32.0,11,16,15,7,12,6,13,10,12,11,14,13,13,18,171,12,3,PG,1.40489589483655,-1.41529642705803,-0.0104005322214853,2.43430595769253,-1.77568098430014,0.658624973392386
Drew McLean,200690,199,2044,200690,2044,C PF ,SR,82.0,240,85.0,24.5,16,11,8,11,17,7,11,16,10,7,11,12,9,12,158,11,3,C,1.14490243591875,-1.08526836445239,0.0596340714663621,2.00089686167655,-1.34268416616153,0.658212695515023
Philippe Michel,216418,698,2044,216418,2044,SG ,RS SO,76.0,220,76.0,27.5,5,11,9,11,4,7,6,13,5,10,12,9,10,8,120,13,2,SG,-0.296000417222454,0.745151284054642,0.449150866832189,-0.401088194509831,1.05882641267969,0.65773821816986
Luke Cobb,213243,681,2046,213243,2046,SG pg ,JR,73.5,195,79.25,32.0,4,8,11,7,8,4,6,18,9,6,8,6,17,9,121,10,2,SG,0.404259549192988,-0.144684464312743,0.259575084880244,0.766245169504711,-0.108638089178319,0.657607080326391
Marshall Barton,197612,129,2044,197612,2044,PG sg ,SR,69.5,175,71.0,30.5,9,9,10,17,9,7,15,12,12,16,15,8,16,16,171,12,4,PG,0.866757513122405,-0.733419708822503,0.133337804299902,1.53722927537505,-0.881058729975125,0.656170545399925
Darko Bajrami,221322,168,2046,221322,2046,SG pg ,SR,69.0,150,71.0,33.0,4,11,5,6,6,8,6,17,11,11,9,4,12,14,124,10,1,SG,-0.622459734360913,1.15861242308782,0.536152688726903,-0.945295876179641,1.60128742709121,0.655991550911573
Ralph Hemphill,206630,864,2046,206630,2046,SG PG ,SR,71.0,190,75.0,29.5,2,16,11,11,3,2,10,13,8,13,10,8,16,13,136,10,2,SG,1.63902479542616,-1.71487545974909,-0.0758506643229324,2.8245988349754,-2.1687286751908,0.655870159784598
Jeffery Sparks,202379,221,2045,202379,2045,PG sg ,RS JR,71.5,180,75.0,31.0,10,8,12,15,5,4,8,10,18,15,12,7,18,16,158,12,3,PG,1.26410555022781,-1.23862478174213,0.0254807684856853,2.19960845322976,-1.54388778564567,0.655720667584093
George Morrell,202649,926,2044,202649,2044,SF pg ,JR,74.0,205,81.0,32.5,6,9,10,6,4,9,11,15,13,12,9,8,12,15,139,10,2,SF,-0.256369108017703,0.693179683824437,0.436810575806735,-0.33502280206551,0.990639673177662,0.655616871112152
Percy Locke,205688,601,2046,205688,2046,SG sf pf ,RS SR,73.5,190,78.0,32.0,9,9,13,7,12,10,13,10,11,5,12,5,15,18,149,11,3,SG,-2.40233954663112,3.41961054005652,1.0172709934254,-3.91235552323408,4.56771695655416,0.655361433320084
Jim Church,201939,606,2046,201939,2046,SF SG ,RS SR,74.0,190,73.25,30.0,9,20,15,18,12,11,9,16,13,4,10,11,12,14,174,12,3,SF,-0.181255751676238,0.597523920299899,0.416268168623661,-0.209808837044288,0.865139311433467,0.655330474389179
Billy Ray Pellegrino,204917,195,2045,204917,2045,SG SF ,SR,74.5,180,75.0,29.0,4,12,11,15,6,7,9,16,8,14,12,11,4,9,138,10,2,SG,-0.0359857281812507,0.412363081185383,0.376377353004132,0.032356292121855,0.622208290515223,0.654564582637078
Marc Kelly,208007,1001,2045,208007,2045,C PF ,JR,81.0,280,87.0,32.0,15,9,7,8,12,8,6,12,9,13,7,9,11,6,132,10,2,C,0.81160328661305,-0.664866507827353,0.146736778785697,1.44528717978395,-0.791116930269487,0.654170249514468
Brendan Meyer,200514,222,2044,200514,2044,C PF ,RS JR,82.5,265,85.0,32.0,9,12,9,11,14,8,6,19,7,9,5,15,6,10,140,11,2,C,0.101145152467582,0.237686753266169,0.338831905733751,0.260953470163459,0.393032948285213,0.653986418448673
Louis Mathews,195073,705,2044,195073,2044,SG pg ,RS SR,72.0,190,74.0,26.0,11,11,6,14,6,6,11,16,5,11,14,11,13,11,146,10,2,SG,1.57216651462283,-1.63138551837766,-0.0592190037548264,2.71314608087626,-2.05918987211148,0.653956208764773
Wayne Triplet,212687,899,2046,212687,2046,SG PG sf ,JR,75.5,190,78.25,26.5,10,15,5,15,9,4,9,15,18,6,13,11,15,10,155,11,3,SG,1.00251755585605,-0.907803571861442,0.094713983994604,1.76354126661203,-1.10985035828221,0.653690908329816
Spencer Kemp,199927,511,2044,199927,2044,C SG pg sf ,SR,75.5,225,79.0,27.5,13,9,11,16,8,11,12,9,12,6,10,9,13,7,146,11,3,C,-0.824800469600068,1.41305750536998,0.588257035769913,-1.28259788182331,1.93511937504542,0.652521493222101
Norman Burley,209399,586,2045,209399,2045,C pf ,RS SO,83.0,245,90.0,32.0,8,6,11,10,12,14,9,10,6,5,6,8,14,14,133,12,2,C,-0.562065854421612,1.07850312413012,0.516437269708511,-0.844619278320828,1.49618402685872,0.651564748537894
Harold Williamson,206567,513,2044,206567,2044,C PF pg ,SO,83.0,265,88.0,24.0,14,11,9,12,15,13,11,18,9,10,8,12,14,10,166,13,5,C,-0.370331209772029,0.834297340526551,0.463966130754522,-0.524997625689972,1.17578603877083,0.650788413080863
Timmy Hutton,204932,527,2046,204932,2046,sg ,RS SR,71.0,170,75.0,29.0,4,10,15,12,4,5,11,7,8,12,7,7,9,9,120,9,1,SG,3.43659848660311,-4.00274173104587,-0.566143244442765,5.82115417816738,-5.17040922313219,0.650744955035196
Berry Fugate,192190,17,2044,192190,2044,C PF ,RS SR,81.0,230,85.25,27.0,11,7,11,6,16,9,14,11,11,13,10,8,16,9,152,11,2,C,1.03190666103554,-0.948366360127506,0.0835403009080351,1.81253290494625,-1.16306873648729,0.649464168458959
Rob Knox,211632,877,2046,211632,2046,SG PG sf pf ,JR,75.0,195,78.25,37.0,7,9,9,13,9,7,10,19,6,9,10,6,11,15,140,11,3,SG,-0.966550617246314,1.59075038075065,0.624199763504334,-1.51889537794961,2.16825242754485,0.649357049595244
Kirk George,209962,162,2044,209962,2044,C pf ,RS FR,80.0,235,86.0,32.5,9,11,10,11,16,11,11,11,11,9,9,12,5,11,147,12,4,C,0.10000276398706,0.235234007784201,0.335236771771261,0.259049108566429,0.389814946212871,0.648864054779301
Steve Brand,208380,158,2045,208380,2045,C PF ,RS SO,79.5,230,82.0,29.0,10,16,7,12,16,18,13,9,7,15,5,19,8,4,159,11,3,C,-0.0857658393050194,0.471253365861412,0.385487526556393,-0.0506271531214672,0.699472344010173,0.648845190888706
